src_id	dst_id	edge_type	weight
GCF_019930785	152500	host-taxonomy	1
GCF_001028665	60550	host-taxonomy	1
GCF_000012365	57975	host-taxonomy	1
GCF_000009085	197	host-taxonomy	1
GCF_009730395	195	host-taxonomy	1
GCF_900446755	2748	host-taxonomy	1
GCF_000022005	155892	host-taxonomy	1
GCF_003015125	88688	host-taxonomy	1
GCF_044095835	158484	host-taxonomy	1
GCF_001308265	1397108	host-taxonomy	1
GCF_000468615	76594	host-taxonomy	1
GCF_000204255	83554	host-taxonomy	1
GCF_040235295	83555	host-taxonomy	1
GCF_900460995	253	host-taxonomy	1
GCF_904859905	546	host-taxonomy	1
GCF_023374935	1639133	host-taxonomy	1
GCF_000018045	545	host-taxonomy	1
GCF_021278985	67825	host-taxonomy	1
GCF_020099335	35703	host-taxonomy	1
GCF_009648935	57706	host-taxonomy	1
GCF_000176355	72174	host-taxonomy	1
GCF_021216655	28447	host-taxonomy	1
GCF_018885085	1496	host-taxonomy	1
GCF_016027375	1502	host-taxonomy	1
GCF_012317185	1522	host-taxonomy	1
GCF_014131795	1492	host-taxonomy	1
GCF_000063585	1491	host-taxonomy	1
GCF_000973705	1509	host-taxonomy	1
GCF_000007625	1513	host-taxonomy	1
GCF_012273195	1531	host-taxonomy	1
GCF_000005845	562	host-taxonomy	1
GCF_000008865	562	host-taxonomy	1
GCF_001552415	1725	host-taxonomy	1
GCF_000550805	38305	host-taxonomy	1
GCF_001941465	28028	host-taxonomy	1
GCF_001586235	146827	host-taxonomy	1
GCF_002155265	1719	host-taxonomy	1
GCF_000011325	1718	host-taxonomy	1
GCF_003516125	28141	host-taxonomy	1
GCF_041222865	413502	host-taxonomy	1
GCF_001277235	413497	host-taxonomy	1
GCF_001277215	413503	host-taxonomy	1
GCF_006739385	1747	host-taxonomy	1
GCF_002142475	1184	host-taxonomy	1
GCF_003367075	77022	host-taxonomy	1
GCF_000018665	80866	host-taxonomy	1
GCF_029215875	180282	host-taxonomy	1
GCF_017815575	876	host-taxonomy	1
GCF_003049785	204038	host-taxonomy	1
GCF_002812485	1778540	host-taxonomy	1
GCF_001644705	1089444	host-taxonomy	1
GCF_000023565	556	host-taxonomy	1
GCF_013488025	554	host-taxonomy	1
GCF_002288545	2042057	host-taxonomy	1
GCF_009873295	180957	host-taxonomy	1
GCF_000018145	215813	host-taxonomy	1
GCF_000264765	1821960	host-taxonomy	1
GCF_003074995	67780	host-taxonomy	1
GCF_019933175	636	host-taxonomy	1
GCF_021733145	1263550	host-taxonomy	1
GCF_021378605	84112	host-taxonomy	1
GCF_002023665	1117645	host-taxonomy	1
GCF_905331265	550	host-taxonomy	1
GCF_019048125	548	host-taxonomy	1
GCF_007035805	61645	host-taxonomy	1
GCF_019048245	158836	host-taxonomy	1
GCF_001750725	299767	host-taxonomy	1
GCF_023023125	208224	host-taxonomy	1
GCF_002950395	624	host-taxonomy	1
GCF_000006945	28901	host-taxonomy	1
GCF_000006925	623	host-taxonomy	1
GCF_000393015	1351	host-taxonomy	1
GCF_000371705	208479	host-taxonomy	1
GCF_009734005	1352	host-taxonomy	1
GCF_000196615	182337	host-taxonomy	1
GCF_043228865	552	host-taxonomy	1
GCF_021365465	65700	host-taxonomy	1
GCF_001267535	1560201	host-taxonomy	1
GCF_019048385	549	host-taxonomy	1
GCF_019844095	55211	host-taxonomy	1
GCF_002952315	79967	host-taxonomy	1
GCF_020683125	55212	host-taxonomy	1
GCF_000270085	1648	host-taxonomy	1
GCF_001719165	39960	host-taxonomy	1
GCF_020097475	564	host-taxonomy	1
GCF_030291735	615	host-taxonomy	1
GCF_018138125	1428684	host-taxonomy	1
GCF_000702585	33987	host-taxonomy	1
GCF_000154385	853	host-taxonomy	1
GCF_013343195	96345	host-taxonomy	1
GCF_014844295	996	host-taxonomy	1
GCF_010508875	292800	host-taxonomy	1
GCF_003019295	851	host-taxonomy	1
GCF_001042655	2702	host-taxonomy	1
GCF_000009785	1462	host-taxonomy	1
GCF_030339115	1422	host-taxonomy	1
GCF_002072065	33940	host-taxonomy	1
GCF_025961355	38307	host-taxonomy	1
GCF_001302565	1933880	host-taxonomy	1
GCF_001698225	2055	host-taxonomy	1
GCF_014070455	36822	host-taxonomy	1
GCF_031629165	158898	host-taxonomy	1
GCF_004011905	84096	host-taxonomy	1
GCF_037148075	410332	host-taxonomy	1
GCF_000248055	36823	host-taxonomy	1
GCF_007362295	1823	host-taxonomy	1
GCF_000696675	1833	host-taxonomy	1
GCF_019334125	33008	host-taxonomy	1
GCF_002209125	37326	host-taxonomy	1
GCF_900637185	1824	host-taxonomy	1
GCF_019219615	37330	host-taxonomy	1
GCF_022059885	89053	host-taxonomy	1
GCF_000192435	945692	host-taxonomy	1
GCF_023518055	714	host-taxonomy	1
GCF_020736045	727	host-taxonomy	1
GCF_017352235	738	host-taxonomy	1
GCF_019665745	69218	host-taxonomy	1
GCF_011617105	569	host-taxonomy	1
GCF_020150375	546367	host-taxonomy	1
GCF_004799605	2242	host-taxonomy	1
GCF_006540125	77097	host-taxonomy	1
GCF_004363555	229007	host-taxonomy	1
GCF_000337035	64713	host-taxonomy	1
GCF_000337915	2248	host-taxonomy	1
GCF_025998455	210	host-taxonomy	1
GCF_013745115	2725268	host-taxonomy	1
GCF_003574215	297	host-taxonomy	1
GCF_013372045	29581	host-taxonomy	1
GCF_000240185	573	host-taxonomy	1
GCF_020099175	1463165	host-taxonomy	1
GCF_900636985	571	host-taxonomy	1
GCF_015139575	1134687	host-taxonomy	1
GCF_020525545	244366	host-taxonomy	1
GCF_001571285	580	host-taxonomy	1
GCF_002906255	1203393	host-taxonomy	1
GCF_004006375	28448	host-taxonomy	1
GCF_025758125	208223	host-taxonomy	1
GCF_006539985	33946	host-taxonomy	1
GCF_000829055	1582	host-taxonomy	1
GCF_000155515	1597	host-taxonomy	1
GCF_006151905	47715	host-taxonomy	1
GCF_009913655	1590	host-taxonomy	1
GCF_900475625	1580	host-taxonomy	1
GCF_029961225	1613	host-taxonomy	1
GCF_046109915	1587	host-taxonomy	1
GCF_000014425	1596	host-taxonomy	1
GCF_001888925	1584	host-taxonomy	1
GCF_003641185	1589	host-taxonomy	1
GCF_003703885	1598	host-taxonomy	1
GCF_001936235	109790	host-taxonomy	1
GCF_003288115	1622	host-taxonomy	1
GCF_009769205	47770	host-taxonomy	1
GCF_014058685	33959	host-taxonomy	1
GCF_003176835	1358	host-taxonomy	1
GCF_016026695	1363	host-taxonomy	1
GCF_000468955	1359	host-taxonomy	1
GCF_023499275	1940789	host-taxonomy	1
GCF_004101845	28038	host-taxonomy	1
GCF_009676365	1599	host-taxonomy	1
GCF_001518835	83655	host-taxonomy	1
GCF_000017685	172	host-taxonomy	1
GCF_000243675	29506	host-taxonomy	1
GCF_000014445	1245	host-taxonomy	1
GCF_016127255	33968	host-taxonomy	1
GCF_000590865	34021	host-taxonomy	1
GCF_009184705	1618	host-taxonomy	1
GCF_000196035	1639	host-taxonomy	1
GCF_028596125	1642	host-taxonomy	1
GCF_900638015	1641	host-taxonomy	1
GCF_003534205	1006155	host-taxonomy	1
GCF_024347575	28169	host-taxonomy	1
GCF_023612255	2780091	host-taxonomy	1
GCF_020217405	2115968	host-taxonomy	1
GCF_900474615	1296	host-taxonomy	1
GCF_002285575	75985	host-taxonomy	1
GCF_000744105	444515	host-taxonomy	1
GCF_000192865	119864	host-taxonomy	1
GCF_003148495	381	host-taxonomy	1
GCF_003367705	104336	host-taxonomy	1
GCF_900105335	199592	host-taxonomy	1
GCF_006539145	2033	host-taxonomy	1
GCF_017831975	69369	host-taxonomy	1
GCF_008710705	661398	host-taxonomy	1
GCF_024362265	33918	host-taxonomy	1
GCF_039527915	284570	host-taxonomy	1
GCF_006540085	82380	host-taxonomy	1
GCF_001578075	1126	host-taxonomy	1
GCF_013389765	47853	host-taxonomy	1
GCF_002080125	480	host-taxonomy	1
GCF_006094455	582	host-taxonomy	1
GCF_000195955	1773	host-taxonomy	1
GCF_022370415	1772	host-taxonomy	1
GCF_001655245	1810	host-taxonomy	1
GCF_000069185	36809	host-taxonomy	1
GCF_900453675	1771	host-taxonomy	1
GCF_010726245	1799	host-taxonomy	1
GCF_022175585	1764	host-taxonomy	1
GCF_900660715	2111	host-taxonomy	1
GCF_007859615	519450	host-taxonomy	1
GCF_900660575	2107	host-taxonomy	1
GCF_003285065	171279	host-taxonomy	1
GCF_000012685	34	host-taxonomy	1
GCF_000025625	13769	host-taxonomy	1
GCF_000308515	37328	host-taxonomy	1
GCF_039532585	37332	host-taxonomy	1
GCF_014203315	37333	host-taxonomy	1
GCF_003054475	70799	host-taxonomy	1
GCF_002150805	1434821	host-taxonomy	1
GCF_015326295	529	host-taxonomy	1
GCF_900454225	94625	host-taxonomy	1
GCF_020510245	1247	host-taxonomy	1
GCF_037333485	59843	host-taxonomy	1
GCF_019890955	59814	host-taxonomy	1
GCF_022647325	470932	host-taxonomy	1
GCF_018279895	823	host-taxonomy	1
GCF_014199665	1217282	host-taxonomy	1
GCF_900445495	46503	host-taxonomy	1
GCF_029909795	34007	host-taxonomy	1
GCF_009301415	135740	host-taxonomy	1
GCF_019141545	59779	host-taxonomy	1
GCF_007830335	384678	host-taxonomy	1
GCF_900156255	34006	host-taxonomy	1
GCF_002749495	147645	host-taxonomy	1
GCF_001700985	1426	host-taxonomy	1
GCF_016939435	153151	host-taxonomy	1
GCF_021290985	443616	host-taxonomy	1
GCF_002073255	747	host-taxonomy	1
GCF_001742185	55208	host-taxonomy	1
GCF_000740965	29471	host-taxonomy	1
GCF_003403135	204039	host-taxonomy	1
GCF_009931295	78398	host-taxonomy	1
GCF_015689195	1201031	host-taxonomy	1
GCF_001975705	1250539	host-taxonomy	1
GCF_013009555	357276	host-taxonomy	1
GCF_000382445	204516	host-taxonomy	1
GCF_000012825	821	host-taxonomy	1
GCF_001904775	126344	host-taxonomy	1
GCF_002950575	1159327	host-taxonomy	1
GCF_000015665	1219	host-taxonomy	1
GCF_900087655	1744	host-taxonomy	1
GCF_001907975	1915309	host-taxonomy	1
GCF_000069965	584	host-taxonomy	1
GCF_022369495	102862	host-taxonomy	1
GCF_025200655	585	host-taxonomy	1
GCF_019048105	587	host-taxonomy	1
GCF_035747985	588	host-taxonomy	1
GCF_005877035	77608	host-taxonomy	1
GCF_002221505	28109	host-taxonomy	1
GCF_900141965	267375	host-taxonomy	1
GCF_007988745	288	host-taxonomy	1
GCF_001444405	161398	host-taxonomy	1
GCF_002221525	28107	host-taxonomy	1
GCF_000006765	287	host-taxonomy	1
GCF_018394375	317	host-taxonomy	1
GCF_036689615	587753	host-taxonomy	1
GCF_900215245	294	host-taxonomy	1
GCF_001654515	198620	host-taxonomy	1
GCF_002091675	47886	host-taxonomy	1
GCF_001597285	43263	host-taxonomy	1
GCF_002813445	29442	host-taxonomy	1
GCF_000412675	303	host-taxonomy	1
GCF_001439845	1615674	host-taxonomy	1
GCF_019704535	316	host-taxonomy	1
GCF_001543125	46677	host-taxonomy	1
GCF_900101085	129847	host-taxonomy	1
GCF_024722005	2487355	host-taxonomy	1
GCF_007665635	47885	host-taxonomy	1
GCF_011397855	319939	host-taxonomy	1
GCF_900560965	380021	host-taxonomy	1
GCF_018343775	36746	host-taxonomy	1
GCF_900110925	543360	host-taxonomy	1
GCF_003391255	70775	host-taxonomy	1
GCF_021391435	1880678	host-taxonomy	1
GCF_010211765	283923	host-taxonomy	1
GCF_027563345	126157	host-taxonomy	1
GCF_003602095	1510574	host-taxonomy	1
GCF_001587155	305	host-taxonomy	1
GCF_024925465	1310165	host-taxonomy	1
GCF_902374465	329	host-taxonomy	1
GCF_030505655	54291	host-taxonomy	1
GCF_000783935	575	host-taxonomy	1
GCF_014770185	145458	host-taxonomy	1
GCF_004306555	384	host-taxonomy	1
GCF_001664385	396	host-taxonomy	1
GCF_000092045	29449	host-taxonomy	1
GCF_000816845	56730	host-taxonomy	1
GCF_001889105	194963	host-taxonomy	1
GCF_040801995	362	host-taxonomy	1
GCF_000021865	1061	host-taxonomy	1
GCF_003013675	43767	host-taxonomy	1
GCF_020542785	37919	host-taxonomy	1
GCF_029457455	1829	host-taxonomy	1
GCF_003415675	2184758	host-taxonomy	1
GCF_000024845	29549	host-taxonomy	1
GCF_000183155	34085	host-taxonomy	1
GCF_002983865	2434	host-taxonomy	1
GCF_000164695	2047	host-taxonomy	1
GCF_003491405	146919	host-taxonomy	1
GCF_001996185	51367	host-taxonomy	1
GCF_036073155	68239	host-taxonomy	1
GCF_000463345	104623	host-taxonomy	1
GCF_000422085	614	host-taxonomy	1
GCF_001006005	47917	host-taxonomy	1
GCF_016026735	61652	host-taxonomy	1
GCF_000146165	70863	host-taxonomy	1
GCF_033842865	768528	host-taxonomy	1
GCF_000518605	173509	host-taxonomy	1
GCF_016406325	24	host-taxonomy	1
GCF_000178875	62322	host-taxonomy	1
GCF_019931735	1738770	host-taxonomy	1
GCF_022354085	622	host-taxonomy	1
GCF_002290485	621	host-taxonomy	1
GCF_037023865	382	host-taxonomy	1
GCF_019285775	39122	host-taxonomy	1
GCF_000010085	63612	host-taxonomy	1
GCF_036323475	102148	host-taxonomy	1
GCF_900156335	34103	host-taxonomy	1
GCF_016027095	13689	host-taxonomy	1
GCF_001721295	1888892	host-taxonomy	1
GCF_001886855	2133	host-taxonomy	1
GCF_000236085	2134	host-taxonomy	1
GCF_009866525	2138	host-taxonomy	1
GCF_019748715	114975	host-taxonomy	1
GCF_006094375	1282	host-taxonomy	1
GCF_900458255	29382	host-taxonomy	1
GCF_006094395	1283	host-taxonomy	1
GCF_003966625	29380	host-taxonomy	1
GCF_003571725	1292	host-taxonomy	1
GCF_000010125	29385	host-taxonomy	1
GCF_016026635	283734	host-taxonomy	1
GCF_000816085	1284	host-taxonomy	1
GCF_016599795	45972	host-taxonomy	1
GCF_003812505	1290	host-taxonomy	1
GCF_040739365	29388	host-taxonomy	1
GCF_000709415	1288	host-taxonomy	1
GCF_025560845	29378	host-taxonomy	1
GCF_016028275	1281	host-taxonomy	1
GCF_025558845	94138	host-taxonomy	1
GCF_947036595	42858	host-taxonomy	1
GCF_009789575	538381	host-taxonomy	1
GCF_900186865	40324	host-taxonomy	1
GCF_001457635	1313	host-taxonomy	1
GCF_903886475	1308	host-taxonomy	1
GCF_000187465	68892	host-taxonomy	1
GCF_900475035	1314	host-taxonomy	1
GCF_019048645	1309	host-taxonomy	1
GCF_015689395	1336	host-taxonomy	1
GCF_900459045	1326	host-taxonomy	1
GCF_001552035	1311	host-taxonomy	1
GCF_016725005	76860	host-taxonomy	1
GCF_900475445	45634	host-taxonomy	1
GCF_001921845	1432788	host-taxonomy	1
GCF_016128095	1334	host-taxonomy	1
GCF_000380025	155680	host-taxonomy	1
GCF_900102715	1335	host-taxonomy	1
GCF_013267695	315405	host-taxonomy	1
GCF_019046945	1302	host-taxonomy	1
GCF_001598035	1814128	host-taxonomy	1
GCF_000376985	439219	host-taxonomy	1
GCF_001708305	1888195	host-taxonomy	1
GCF_000420785	149015	host-taxonomy	1
GCF_016127275	102684	host-taxonomy	1
GCF_000831485	1346	host-taxonomy	1
GCF_900475675	150055	host-taxonomy	1
GCF_029866925	59310	host-taxonomy	1
GCF_001623565	1825069	host-taxonomy	1
GCF_001281025	28037	host-taxonomy	1
GCF_900637025	1303	host-taxonomy	1
GCF_000380105	114652	host-taxonomy	1
GCF_000164675	1318	host-taxonomy	1
GCF_000187935	1348	host-taxonomy	1
GCF_004843545	197614	host-taxonomy	1
GCF_000423765	502567	host-taxonomy	1
GCF_900475415	1340	host-taxonomy	1
GCF_000221985	257758	host-taxonomy	1
GCF_900637075	361101	host-taxonomy	1
GCF_000253315	1304	host-taxonomy	1
GCF_000026745	1307	host-taxonomy	1
GCF_000380145	55085	host-taxonomy	1
GCF_900636475	1328	host-taxonomy	1
GCF_900636885	149016	host-taxonomy	1
GCF_001984715	1579424	host-taxonomy	1
GCF_900636575	1329	host-taxonomy	1
GCF_900636445	1343	host-taxonomy	1
GCF_007745435	2528027	host-taxonomy	1
GCF_040685215	1911	host-taxonomy	1
GCF_001270025	146537	host-taxonomy	1
GCF_014650355	67384	host-taxonomy	1
GCF_000091305	1930	host-taxonomy	1
GCF_041363955	193460	host-taxonomy	1
GCF_008704855	58346	host-taxonomy	1
GCF_039532945	1938	host-taxonomy	1
GCF_014673495	146922	host-taxonomy	1
GCF_000719285	66874	host-taxonomy	1
GCF_014649915	67369	host-taxonomy	1
GCF_017876235	1961	host-taxonomy	1
GCF_014649975	1894	host-taxonomy	1
GCF_037126205	1912	host-taxonomy	1
GCF_000009765	33903	host-taxonomy	1
GCF_024752535	1888	host-taxonomy	1
GCF_042956545	68277	host-taxonomy	1
GCF_042651015	52258	host-taxonomy	1
GCF_008639165	54571	host-taxonomy	1
GCF_000237305	29303	host-taxonomy	1
GCF_000022445	43080	host-taxonomy	1
GCF_042676005	915352	host-taxonomy	1
GCF_900119795	107401	host-taxonomy	1
GCF_001712815	51669	host-taxonomy	1
GCF_030161435	280483	host-taxonomy	1
GCF_000012405	2021	host-taxonomy	1
GCF_000091545	274	host-taxonomy	1
GCF_000092225	2061	host-taxonomy	1
GCF_000196095	670	host-taxonomy	1
GCF_030060435	669	host-taxonomy	1
GCF_002877605	136468	host-taxonomy	1
GCF_022812045	29497	host-taxonomy	1
GCF_005144905	47951	host-taxonomy	1
GCF_024346795	553239	host-taxonomy	1
GCF_024347635	212663	host-taxonomy	1
GCF_900115495	188144	host-taxonomy	1
GCF_024347415	246167	host-taxonomy	1
GCF_008369605	666	host-taxonomy	1
GCF_002906475	680	host-taxonomy	1
GCF_002021755	696485	host-taxonomy	1
GCF_000772105	29498	host-taxonomy	1
GCF_002224265	672	host-taxonomy	1
GCF_023650915	663	host-taxonomy	1
GCF_003390515	55601	host-taxonomy	1
GCF_029541605	190893	host-taxonomy	1
GCF_000011805	668	host-taxonomy	1
GCF_024347535	170673	host-taxonomy	1
GCF_003263785	990271	host-taxonomy	1
GCF_001456255	691	host-taxonomy	1
GCF_007990935	512650	host-taxonomy	1
GCF_900107935	462991	host-taxonomy	1
GCF_900460295	28172	host-taxonomy	1
GCF_013364395	689	host-taxonomy	1
GCF_000287155	28174	host-taxonomy	1
GCF_002218045	76258	host-taxonomy	1
GCF_001908725	56460	host-taxonomy	1
GCF_002214395	190895	host-taxonomy	1
GCF_016908515	1071053	host-taxonomy	1
GCF_001951095	137591	host-taxonomy	1
GCF_018394055	759620	host-taxonomy	1
GCF_004771075	1583	host-taxonomy	1
GCF_000961215	346	host-taxonomy	1
GCF_009931595	29447	host-taxonomy	1
GCF_017724035	456327	host-taxonomy	1
GCF_013388375	339	host-taxonomy	1
GCF_017301775	343	host-taxonomy	1
GCF_013112235	442694	host-taxonomy	1
GCF_905367715	56448	host-taxonomy	1
GCF_900183975	48664	host-taxonomy	1
GCF_008370835	347	host-taxonomy	1
GCF_028891345	2371	host-taxonomy	1
GCF_000222975	632	host-taxonomy	1
GCF_000253175	630	host-taxonomy	1
GCF_009730055	631	host-taxonomy	1
GCF_037060685	634	host-taxonomy	1
GCF_900460525	28152	host-taxonomy	1
GCF_000754805	29484	host-taxonomy	1
GCF_013282725	33060	host-taxonomy	1
GCF_001319845	263819	host-taxonomy	1
GCF_900637475	633	host-taxonomy	1
GCF_000582515	367190	host-taxonomy	1
GCF_017498685	29486	host-taxonomy	1
