src_id	dst_id	edge_type	weight
HQ641342	KY883644	phage-phage	0.901049
HQ641342	KY883645	phage-phage	0.922067
HQ641342	KY883646	phage-phage	1.0
HQ641342	KY883648	phage-phage	1.0
HQ641342	KY883649	phage-phage	1.0
HQ641342	KY883650	phage-phage	0.920214
HQ641342	KY883651	phage-phage	1.0
HQ641342	KY883652	phage-phage	1.0
HQ641342	KY883653	phage-phage	1.0
HQ641342	NC_015159	phage-phage	0.856511
JF767210	NC_019496	phage-phage	0.905893
JN255163	KP137432	phage-phage	1.0
JN255163	KP137438	phage-phage	1.0
JN255163	NC_008201	phage-phage	1.0
JQ740791	JQ740802	phage-phage	1.0
JQ740791	NC_017695	phage-phage	0.878962
JQ740792	JQ740795	phage-phage	1.0
JQ740793	JQ740794	phage-phage	1.0
JQ740793	JQ740798	phage-phage	1.0
JQ740793	JQ740799	phage-phage	0.876713
JQ740793	JQ740800	phage-phage	0.876713
JQ740793	JQ740801	phage-phage	0.876713
JQ740793	JQ740803	phage-phage	0.822863
JQ740793	JQ740806	phage-phage	0.822863
JQ740793	JQ740809	phage-phage	0.874334
JQ740793	JQ740810	phage-phage	0.822863
JQ740793	JQ740811	phage-phage	0.874334
JQ740793	JQ740814	phage-phage	0.874334
JQ740794	JQ740798	phage-phage	1.0
JQ740794	JQ740799	phage-phage	0.876713
JQ740794	JQ740800	phage-phage	0.876713
JQ740794	JQ740801	phage-phage	0.876713
JQ740794	JQ740803	phage-phage	0.822863
JQ740794	JQ740806	phage-phage	0.822863
JQ740794	JQ740809	phage-phage	0.874334
JQ740794	JQ740810	phage-phage	0.822863
JQ740794	JQ740811	phage-phage	0.874334
JQ740794	JQ740814	phage-phage	0.874334
JQ740796	JQ740797	phage-phage	1.0
JQ740796	NC_017702	phage-phage	1.0
JQ740797	NC_017702	phage-phage	1.0
JQ740798	JQ740799	phage-phage	0.876713
JQ740798	JQ740800	phage-phage	0.876713
JQ740798	JQ740801	phage-phage	0.876713
JQ740798	JQ740803	phage-phage	0.822863
JQ740798	JQ740806	phage-phage	0.822863
JQ740798	JQ740809	phage-phage	0.874334
JQ740798	JQ740810	phage-phage	0.822863
JQ740798	JQ740811	phage-phage	0.874334
JQ740798	JQ740814	phage-phage	0.874334
JQ740799	JQ740800	phage-phage	1.0
JQ740799	JQ740801	phage-phage	1.0
JQ740799	JQ740803	phage-phage	0.876713
JQ740799	JQ740806	phage-phage	0.876713
JQ740799	JQ740809	phage-phage	0.82452
JQ740799	JQ740810	phage-phage	0.876713
JQ740799	JQ740811	phage-phage	0.82452
JQ740799	JQ740814	phage-phage	0.82452
JQ740800	JQ740801	phage-phage	1.0
JQ740800	JQ740803	phage-phage	0.876713
JQ740800	JQ740806	phage-phage	0.876713
JQ740800	JQ740809	phage-phage	0.82452
JQ740800	JQ740810	phage-phage	0.876713
JQ740800	JQ740811	phage-phage	0.82452
JQ740800	JQ740814	phage-phage	0.82452
JQ740801	JQ740803	phage-phage	0.876713
JQ740801	JQ740806	phage-phage	0.876713
JQ740801	JQ740809	phage-phage	0.82452
JQ740801	JQ740810	phage-phage	0.876713
JQ740801	JQ740811	phage-phage	0.82452
JQ740801	JQ740814	phage-phage	0.82452
JQ740802	NC_017695	phage-phage	0.878962
JQ740803	JQ740806	phage-phage	1.0
JQ740803	JQ740809	phage-phage	0.874334
JQ740803	JQ740810	phage-phage	1.0
JQ740803	JQ740811	phage-phage	0.874334
JQ740803	JQ740814	phage-phage	0.874334
JQ740805	JQ740808	phage-phage	1.0
JQ740805	JQ740812	phage-phage	1.0
JQ740805	NC_017698	phage-phage	1.0
JQ740806	JQ740809	phage-phage	0.874334
JQ740806	JQ740810	phage-phage	1.0
JQ740806	JQ740811	phage-phage	0.874334
JQ740806	JQ740814	phage-phage	0.874334
JQ740808	JQ740812	phage-phage	1.0
JQ740808	NC_017698	phage-phage	1.0
JQ740809	JQ740810	phage-phage	0.874334
JQ740809	JQ740811	phage-phage	1.0
JQ740809	JQ740814	phage-phage	1.0
JQ740810	JQ740811	phage-phage	0.874334
JQ740810	JQ740814	phage-phage	0.874334
JQ740811	JQ740814	phage-phage	1.0
JQ740812	NC_017698	phage-phage	1.0
JQ965702	NC_011038	phage-phage	0.873092
JX000007	NC_004777	phage-phage	0.872463
JX000007	NC_047939	phage-phage	0.819331
JX274647	NC_021801	phage-phage	1.0
JX570703	JX570711	phage-phage	0.869131
JX570703	NC_022336	phage-phage	0.869131
JX570703	NC_027347	phage-phage	0.869131
JX570703	NC_041957	phage-phage	0.869131
JX570707	JX570708	phage-phage	1.0
JX570707	NC_022339	phage-phage	1.0
JX570707	NC_027361	phage-phage	1.0
JX570708	NC_022339	phage-phage	1.0
JX570708	NC_027361	phage-phage	1.0
JX570711	NC_022336	phage-phage	1.0
JX570711	NC_027347	phage-phage	1.0
JX570711	NC_041957	phage-phage	1.0
JX681814	NC_007145	phage-phage	1.0
JX681814	ON135435	phage-phage	1.0
KC348598	MK448803	phage-phage	1.0
KC348598	MK448981	phage-phage	1.0
KC348599	MK448801	phage-phage	0.844042
KC556895	KC556896	phage-phage	0.912276
KC556895	KC556898	phage-phage	0.912276
KC556895	KJ133689	phage-phage	0.805405
KC556895	KJ133693	phage-phage	0.805405
KC556895	KJ133695	phage-phage	0.805405
KC556895	KJ133699	phage-phage	0.824954
KC556895	KJ133701	phage-phage	0.824954
KC556895	KJ133703	phage-phage	0.805405
KC556895	KJ133705	phage-phage	0.824954
KC556895	KJ133707	phage-phage	0.824954
KC556895	NC_019447	phage-phage	1.0
KC556896	KC556898	phage-phage	1.0
KC556896	KJ133699	phage-phage	0.804701
KC556896	KJ133701	phage-phage	0.804701
KC556896	KJ133705	phage-phage	0.804701
KC556896	KJ133707	phage-phage	0.804701
KC556896	NC_019447	phage-phage	0.912276
KC556898	KJ133699	phage-phage	0.804701
KC556898	KJ133701	phage-phage	0.804701
KC556898	KJ133705	phage-phage	0.804701
KC556898	KJ133707	phage-phage	0.804701
KC556898	NC_019447	phage-phage	0.912276
KC787103	KC787109	phage-phage	0.896268
KC787103	KC787111	phage-phage	0.817058
KC787104	KC787107	phage-phage	0.824263
KC787104	KC787108	phage-phage	0.824263
KC787104	NC_021556	phage-phage	0.900304
KC787107	KC787108	phage-phage	1.0
KC787107	KC787109	phage-phage	0.818684
KC787107	KC787111	phage-phage	0.814487
KC787107	KC787112	phage-phage	0.846331
KC787107	NC_021556	phage-phage	0.850622
KC787108	KC787109	phage-phage	0.818684
KC787108	KC787111	phage-phage	0.814487
KC787108	KC787112	phage-phage	0.846331
KC787108	NC_021556	phage-phage	0.850622
KC787109	KC787111	phage-phage	0.852637
KC787109	NC_021556	phage-phage	0.819525
KC821610	KC821634	phage-phage	1.0
KC821615	NC_021791	phage-phage	1.0
KC821627	NC_021790	phage-phage	0.885036
KC821628	KC821631	phage-phage	1.0
KC969441	NC_011107	phage-phage	0.909746
KF044309	KF044310	phage-phage	1.0
KF669657	NC_022764	phage-phage	1.0
KF676640	NC_001835	phage-phage	1.0
KF981875	NC_007810	phage-phage	1.0
KJ133689	KJ133693	phage-phage	1.0
KJ133689	KJ133695	phage-phage	0.878417
KJ133689	KJ133699	phage-phage	0.913896
KJ133689	KJ133701	phage-phage	0.913896
KJ133689	KJ133703	phage-phage	1.0
KJ133689	KJ133705	phage-phage	0.913896
KJ133689	KJ133707	phage-phage	0.913896
KJ133689	NC_019447	phage-phage	0.805405
KJ133693	KJ133695	phage-phage	0.878417
KJ133693	KJ133699	phage-phage	0.913896
KJ133693	KJ133701	phage-phage	0.913896
KJ133693	KJ133703	phage-phage	1.0
KJ133693	KJ133705	phage-phage	0.913896
KJ133693	KJ133707	phage-phage	0.913896
KJ133693	NC_019447	phage-phage	0.805405
KJ133695	KJ133699	phage-phage	0.913896
KJ133695	KJ133701	phage-phage	0.913896
KJ133695	KJ133703	phage-phage	0.878417
KJ133695	KJ133705	phage-phage	0.913896
KJ133695	KJ133707	phage-phage	0.913896
KJ133695	NC_019447	phage-phage	0.805405
KJ133699	KJ133701	phage-phage	1.0
KJ133699	KJ133703	phage-phage	0.913896
KJ133699	KJ133705	phage-phage	1.0
KJ133699	KJ133707	phage-phage	1.0
KJ133699	NC_019447	phage-phage	0.824954
KJ133701	KJ133703	phage-phage	0.913896
KJ133701	KJ133705	phage-phage	1.0
KJ133701	KJ133707	phage-phage	1.0
KJ133701	NC_019447	phage-phage	0.824954
KJ133703	KJ133705	phage-phage	0.913896
KJ133703	KJ133707	phage-phage	0.913896
KJ133703	NC_019447	phage-phage	0.805405
KJ133705	KJ133707	phage-phage	1.0
KJ133705	NC_019447	phage-phage	0.824954
KJ133707	NC_019447	phage-phage	0.824954
KJ572844	NC_019457	phage-phage	0.905792
KJ578763	KJ578764	phage-phage	1.0
KJ578763	NC_027373	phage-phage	0.890278
KJ578763	NC_041956	phage-phage	1.0
KJ578764	NC_027373	phage-phage	0.890278
KJ578764	NC_041956	phage-phage	1.0
KJ578766	NC_022335	phage-phage	1.0
KJ578766	NC_027380	phage-phage	1.0
KJ578768	KJ578769	phage-phage	1.0
KJ578768	KJ578771	phage-phage	1.0
KJ578768	MT647607	phage-phage	1.0
KJ578768	NC_041955	phage-phage	1.0
KJ578769	KJ578771	phage-phage	1.0
KJ578769	MT647607	phage-phage	1.0
KJ578769	NC_041955	phage-phage	1.0
KJ578771	MT647607	phage-phage	1.0
KJ578771	NC_041955	phage-phage	1.0
KJ578775	NC_022340	phage-phage	1.0
KJ578777	NC_027362	phage-phage	1.0
KJ617393	NC_001825	phage-phage	1.0
KM224878	KY883657	phage-phage	0.897619
KM224878	KY883658	phage-phage	0.821088
KM612260	KM612262	phage-phage	0.825621
KM612261	KM612263	phage-phage	0.800336
KM612261	KM612265	phage-phage	0.901373
KP137432	KP137438	phage-phage	1.0
KP137432	NC_008201	phage-phage	1.0
KP137438	NC_008201	phage-phage	1.0
KP296794	MG727696	phage-phage	1.0
KP682376	KP682377	phage-phage	1.0
KP682376	KP682378	phage-phage	1.0
KP682376	KP682379	phage-phage	1.0
KP682376	KP682380	phage-phage	1.0
KP682376	KP682382	phage-phage	1.0
KP682376	KP682383	phage-phage	1.0
KP682376	KP682386	phage-phage	0.918265
KP682376	KP682388	phage-phage	1.0
KP682376	KP682390	phage-phage	1.0
KP682376	KP682391	phage-phage	1.0
KP682376	KP682392	phage-phage	1.0
KP682377	KP682378	phage-phage	1.0
KP682377	KP682379	phage-phage	1.0
KP682377	KP682380	phage-phage	1.0
KP682377	KP682382	phage-phage	1.0
KP682377	KP682383	phage-phage	1.0
KP682377	KP682386	phage-phage	0.918265
KP682377	KP682388	phage-phage	1.0
KP682377	KP682390	phage-phage	1.0
KP682377	KP682391	phage-phage	1.0
KP682377	KP682392	phage-phage	1.0
KP682378	KP682379	phage-phage	1.0
KP682378	KP682380	phage-phage	1.0
KP682378	KP682382	phage-phage	1.0
KP682378	KP682383	phage-phage	1.0
KP682378	KP682386	phage-phage	0.918265
KP682378	KP682388	phage-phage	1.0
KP682378	KP682390	phage-phage	1.0
KP682378	KP682391	phage-phage	1.0
KP682378	KP682392	phage-phage	1.0
KP682379	KP682380	phage-phage	1.0
KP682379	KP682382	phage-phage	1.0
KP682379	KP682383	phage-phage	1.0
KP682379	KP682386	phage-phage	0.918265
KP682379	KP682388	phage-phage	1.0
KP682379	KP682390	phage-phage	1.0
KP682379	KP682391	phage-phage	1.0
KP682379	KP682392	phage-phage	1.0
KP682380	KP682382	phage-phage	1.0
KP682380	KP682383	phage-phage	1.0
KP682380	KP682386	phage-phage	0.918265
KP682380	KP682388	phage-phage	1.0
KP682380	KP682390	phage-phage	1.0
KP682380	KP682391	phage-phage	1.0
KP682380	KP682392	phage-phage	1.0
KP682382	KP682383	phage-phage	1.0
KP682382	KP682386	phage-phage	0.918265
KP682382	KP682388	phage-phage	1.0
KP682382	KP682390	phage-phage	1.0
KP682382	KP682391	phage-phage	1.0
KP682382	KP682392	phage-phage	1.0
KP682383	KP682386	phage-phage	0.918265
KP682383	KP682388	phage-phage	1.0
KP682383	KP682390	phage-phage	1.0
KP682383	KP682391	phage-phage	1.0
KP682383	KP682392	phage-phage	1.0
KP682386	KP682388	phage-phage	0.918265
KP682386	KP682390	phage-phage	0.918265
KP682386	KP682391	phage-phage	0.918265
KP682386	KP682392	phage-phage	0.918265
KP682388	KP682390	phage-phage	1.0
KP682388	KP682391	phage-phage	1.0
KP682388	KP682392	phage-phage	1.0
KP682390	KP682391	phage-phage	1.0
KP682390	KP682392	phage-phage	1.0
KP682391	KP682392	phage-phage	1.0
KP791807	NC_029102	phage-phage	0.823398
KP793101	KP793103	phage-phage	1.0
KP793111	NC_049356	phage-phage	0.811584
KP793114	KP793127	phage-phage	0.822863
KP793115	NC_049363	phage-phage	0.841647
KP793116	NC_049356	phage-phage	0.869131
KP793126	NC_049364	phage-phage	1.0
KR052481	NC_027204	phage-phage	0.814521
KR052481	NC_041929	phage-phage	0.86776
KR093625	KR093626	phage-phage	0.809001
KR093654	KR093655	phage-phage	1.0
KR709302	KR709303	phage-phage	0.896268
KR902979	KR902980	phage-phage	0.874798
KR902979	KR902981	phage-phage	0.823187
KR902979	KR902982	phage-phage	0.874798
KR902979	KR902983	phage-phage	1.0
KR902979	KR902984	phage-phage	1.0
KR902979	KR902985	phage-phage	1.0
KR902979	KR902986	phage-phage	0.874798
KR902979	KR902987	phage-phage	1.0
KR902979	NC_028967	phage-phage	1.0
KR902980	KR902981	phage-phage	0.874334
KR902980	KR902982	phage-phage	1.0
KR902980	KR902983	phage-phage	0.874798
KR902980	KR902984	phage-phage	0.874798
KR902980	KR902985	phage-phage	0.874798
KR902980	KR902986	phage-phage	0.819331
KR902980	KR902987	phage-phage	0.874798
KR902980	NC_028967	phage-phage	0.874798
KR902981	KR902982	phage-phage	0.874334
KR902981	KR902983	phage-phage	0.823187
KR902981	KR902984	phage-phage	0.823187
KR902981	KR902985	phage-phage	0.823187
KR902981	KR902987	phage-phage	0.823187
KR902981	NC_028967	phage-phage	0.823187
KR902982	KR902983	phage-phage	0.874798
KR902982	KR902984	phage-phage	0.874798
KR902982	KR902985	phage-phage	0.874798
KR902982	KR902986	phage-phage	0.819331
KR902982	KR902987	phage-phage	0.874798
KR902982	NC_028967	phage-phage	0.874798
KR902983	KR902984	phage-phage	1.0
KR902983	KR902985	phage-phage	1.0
KR902983	KR902986	phage-phage	0.874798
KR902983	KR902987	phage-phage	1.0
KR902983	NC_028967	phage-phage	1.0
KR902984	KR902985	phage-phage	1.0
KR902984	KR902986	phage-phage	0.874798
KR902984	KR902987	phage-phage	1.0
KR902984	NC_028967	phage-phage	1.0
KR902985	KR902986	phage-phage	0.874798
KR902985	KR902987	phage-phage	1.0
KR902985	NC_028967	phage-phage	1.0
KR902986	KR902987	phage-phage	0.874798
KR902986	NC_028967	phage-phage	0.874798
KR902987	NC_028967	phage-phage	1.0
KT151957	NC_028805	phage-phage	0.858973
KT187252	MH487649	phage-phage	0.822076
KT361653	NC_028746	phage-phage	0.843006
KT361655	KT361656	phage-phage	0.836225
KT361655	KT361657	phage-phage	0.836225
KT361655	NC_028767	phage-phage	0.836225
KT361656	KT361657	phage-phage	1.0
KT361656	NC_028767	phage-phage	1.0
KT361657	NC_028767	phage-phage	1.0
KT372690	KT372691	phage-phage	1.0
KT372690	KT372692	phage-phage	1.0
KT372690	KT372693	phage-phage	1.0
KT372690	KT372694	phage-phage	0.863776
KT372690	KT372695	phage-phage	1.0
KT372690	KT372696	phage-phage	1.0
KT372690	KT372697	phage-phage	0.888854
KT372690	KT372698	phage-phage	1.0
KT372690	NC_011810	phage-phage	1.0
KT372691	KT372692	phage-phage	1.0
KT372691	KT372693	phage-phage	1.0
KT372691	KT372694	phage-phage	0.863776
KT372691	KT372695	phage-phage	1.0
KT372691	KT372696	phage-phage	1.0
KT372691	KT372697	phage-phage	0.888854
KT372691	KT372698	phage-phage	1.0
KT372691	NC_011810	phage-phage	1.0
KT372692	KT372693	phage-phage	1.0
KT372692	KT372694	phage-phage	0.863776
KT372692	KT372695	phage-phage	1.0
KT372692	KT372696	phage-phage	1.0
KT372692	KT372697	phage-phage	0.888854
KT372692	KT372698	phage-phage	1.0
KT372692	NC_011810	phage-phage	1.0
KT372693	KT372694	phage-phage	0.863776
KT372693	KT372695	phage-phage	1.0
KT372693	KT372696	phage-phage	1.0
KT372693	KT372697	phage-phage	0.888854
KT372693	KT372698	phage-phage	1.0
KT372693	NC_011810	phage-phage	1.0
KT372694	KT372695	phage-phage	0.863776
KT372694	KT372696	phage-phage	0.863776
KT372694	KT372697	phage-phage	0.920833
KT372694	KT372698	phage-phage	0.863776
KT372694	NC_011810	phage-phage	0.863776
KT372695	KT372696	phage-phage	1.0
KT372695	KT372697	phage-phage	0.888854
KT372695	KT372698	phage-phage	1.0
KT372695	NC_011810	phage-phage	1.0
KT372696	KT372697	phage-phage	0.888854
KT372696	KT372698	phage-phage	1.0
KT372696	NC_011810	phage-phage	1.0
KT372697	KT372698	phage-phage	0.888854
KT372697	NC_011810	phage-phage	0.888854
KT372698	NC_011810	phage-phage	1.0
KT375356	KT959213	phage-phage	1.0
KT375356	KT990218	phage-phage	1.0
KT375356	NC_028677	phage-phage	0.912276
KT588075	MZ514874	phage-phage	0.803771
KT876725	MK764436	phage-phage	0.909746
KT876725	MK764438	phage-phage	0.906807
KT876725	MK764439	phage-phage	0.906807
KT876725	MK764443	phage-phage	0.814093
KT876725	MK764444	phage-phage	0.906807
KT876725	MK764446	phage-phage	0.906807
KT876725	MK764447	phage-phage	0.906807
KT876725	NC_031905	phage-phage	1.0
KT876725	NC_031919	phage-phage	1.0
KT876725	NC_031921	phage-phage	1.0
KT876725	NC_031932	phage-phage	1.0
KT876725	NC_031938	phage-phage	1.0
KT876725	NC_031945	phage-phage	1.0
KT876725	OK268422	phage-phage	0.906807
KT876725	OK268423	phage-phage	0.906807
KT876725	OK268424	phage-phage	0.906807
KT876725	OK268425	phage-phage	0.906807
KT876725	OK268426	phage-phage	0.906807
KT876725	OK268427	phage-phage	0.906807
KT876725	OK340817	phage-phage	1.0
KT876725	OK340818	phage-phage	1.0
KT876725	OK340819	phage-phage	1.0
KT876726	MK764441	phage-phage	1.0
KT876726	MW421577	phage-phage	1.0
KT876726	NC_031912	phage-phage	1.0
KT959213	KT990218	phage-phage	1.0
KT959213	NC_028677	phage-phage	0.912276
KT962245	KT962246	phage-phage	1.0
KT962245	NC_021788	phage-phage	1.0
KT962246	NC_021788	phage-phage	1.0
KT962247	NC_021798	phage-phage	1.0
KT967075	NC_018085	phage-phage	0.863222
KT968832	NC_023700	phage-phage	0.896268
KT990218	NC_028677	phage-phage	0.912276
KU884561	KU884565	phage-phage	1.0
KU927491	KU927492	phage-phage	1.0
KU927491	KU927495	phage-phage	0.896435
KU927491	KU927496	phage-phage	1.0
KU927491	KU927498	phage-phage	1.0
KU927491	NC_030919	phage-phage	0.896435
KU927491	NC_031946	phage-phage	0.890278
KU927492	KU927495	phage-phage	0.896435
KU927492	KU927496	phage-phage	1.0
KU927492	KU927498	phage-phage	1.0
KU927492	NC_030919	phage-phage	0.896435
KU927492	NC_031946	phage-phage	0.890278
KU927495	KU927496	phage-phage	0.896435
KU927495	KU927498	phage-phage	0.896435
KU927495	NC_030919	phage-phage	1.0
KU927495	NC_031946	phage-phage	0.851779
KU927496	KU927498	phage-phage	1.0
KU927496	NC_030919	phage-phage	0.896435
KU927496	NC_031946	phage-phage	0.890278
KU927498	NC_030919	phage-phage	0.896435
KU927498	NC_031946	phage-phage	0.890278
KU963262	NC_041950	phage-phage	1.0
KU998252	KU998254	phage-phage	1.0
KU998252	NC_030915	phage-phage	1.0
KU998254	NC_030915	phage-phage	1.0
KU998256	NC_030912	phage-phage	1.0
KX077894	MK448989	phage-phage	0.813571
KX119174	KX119206	phage-phage	0.901373
KX119200	KX119201	phage-phage	1.0
KX346245	KX379669	phage-phage	0.813571
KX379669	NC_049376	phage-phage	0.805018
KX379672	KX379673	phage-phage	1.0
KX456212	NC_031040	phage-phage	1.0
KX534338	KX534341	phage-phage	0.815984
KX534338	NC_031113	phage-phage	0.829827
KX534339	NC_031081	phage-phage	1.0
KX550082	MH271306	phage-phage	0.84139
KX550082	MH271319	phage-phage	1.0
KX550082	MK524487	phage-phage	1.0
KX550082	MK524495	phage-phage	0.870492
KX557273	MH479912	phage-phage	1.0
KX557273	MH479927	phage-phage	1.0
KX557273	NC_031061	phage-phage	1.0
KX581090	KX581091	phage-phage	1.0
KX581090	KX581092	phage-phage	1.0
KX581090	KX581093	phage-phage	1.0
KX581090	KX581094	phage-phage	1.0
KX581090	KX581095	phage-phage	1.0
KX581090	KX581096	phage-phage	1.0
KX581090	KX581097	phage-phage	1.0
KX581090	KX581099	phage-phage	1.0
KX581090	KX581100	phage-phage	0.862158
KX581090	KY658675	phage-phage	1.0
KX581090	KY658677	phage-phage	1.0
KX581090	KY658678	phage-phage	0.862158
KX581090	KY658679	phage-phage	0.862158
KX581090	KY658680	phage-phage	1.0
KX581090	MK672799	phage-phage	0.862158
KX581090	MK672800	phage-phage	0.862158
KX581090	MK672801	phage-phage	0.862158
KX581090	MK672803	phage-phage	0.862158
KX581090	MK672804	phage-phage	0.83947
KX581091	KX581092	phage-phage	1.0
KX581091	KX581093	phage-phage	1.0
KX581091	KX581094	phage-phage	1.0
KX581091	KX581095	phage-phage	1.0
KX581091	KX581096	phage-phage	1.0
KX581091	KX581097	phage-phage	1.0
KX581091	KX581099	phage-phage	1.0
KX581091	KX581100	phage-phage	0.862158
KX581091	KY658675	phage-phage	1.0
KX581091	KY658677	phage-phage	1.0
KX581091	KY658678	phage-phage	0.862158
KX581091	KY658679	phage-phage	0.862158
KX581091	KY658680	phage-phage	1.0
KX581091	MK672799	phage-phage	0.862158
KX581091	MK672800	phage-phage	0.862158
KX581091	MK672801	phage-phage	0.862158
KX581091	MK672803	phage-phage	0.862158
KX581091	MK672804	phage-phage	0.83947
KX581092	KX581093	phage-phage	1.0
KX581092	KX581094	phage-phage	1.0
KX581092	KX581095	phage-phage	1.0
KX581092	KX581096	phage-phage	1.0
KX581092	KX581097	phage-phage	1.0
KX581092	KX581099	phage-phage	1.0
KX581092	KX581100	phage-phage	0.862158
KX581092	KY658675	phage-phage	1.0
KX581092	KY658677	phage-phage	1.0
KX581092	KY658678	phage-phage	0.862158
KX581092	KY658679	phage-phage	0.862158
KX581092	KY658680	phage-phage	1.0
KX581092	MK672799	phage-phage	0.862158
KX581092	MK672800	phage-phage	0.862158
KX581092	MK672801	phage-phage	0.862158
KX581092	MK672803	phage-phage	0.862158
KX581092	MK672804	phage-phage	0.83947
KX581093	KX581094	phage-phage	1.0
KX581093	KX581095	phage-phage	1.0
KX581093	KX581096	phage-phage	1.0
KX581093	KX581097	phage-phage	1.0
KX581093	KX581099	phage-phage	1.0
KX581093	KX581100	phage-phage	0.862158
KX581093	KY658675	phage-phage	1.0
KX581093	KY658677	phage-phage	1.0
KX581093	KY658678	phage-phage	0.862158
KX581093	KY658679	phage-phage	0.862158
KX581093	KY658680	phage-phage	1.0
KX581093	MK672799	phage-phage	0.862158
KX581093	MK672800	phage-phage	0.862158
KX581093	MK672801	phage-phage	0.862158
KX581093	MK672803	phage-phage	0.862158
KX581093	MK672804	phage-phage	0.83947
KX581094	KX581095	phage-phage	1.0
KX581094	KX581096	phage-phage	1.0
KX581094	KX581097	phage-phage	1.0
KX581094	KX581099	phage-phage	1.0
KX581094	KX581100	phage-phage	0.862158
KX581094	KY658675	phage-phage	1.0
KX581094	KY658677	phage-phage	1.0
KX581094	KY658678	phage-phage	0.862158
KX581094	KY658679	phage-phage	0.862158
KX581094	KY658680	phage-phage	1.0
KX581094	MK672799	phage-phage	0.862158
KX581094	MK672800	phage-phage	0.862158
KX581094	MK672801	phage-phage	0.862158
KX581094	MK672803	phage-phage	0.862158
KX581094	MK672804	phage-phage	0.83947
KX581095	KX581096	phage-phage	1.0
KX581095	KX581097	phage-phage	1.0
KX581095	KX581099	phage-phage	1.0
KX581095	KX581100	phage-phage	0.862158
KX581095	KY658675	phage-phage	1.0
KX581095	KY658677	phage-phage	1.0
KX581095	KY658678	phage-phage	0.862158
KX581095	KY658679	phage-phage	0.862158
KX581095	KY658680	phage-phage	1.0
KX581095	MK672799	phage-phage	0.862158
KX581095	MK672800	phage-phage	0.862158
KX581095	MK672801	phage-phage	0.862158
KX581095	MK672803	phage-phage	0.862158
KX581095	MK672804	phage-phage	0.83947
KX581096	KX581097	phage-phage	1.0
KX581096	KX581099	phage-phage	1.0
KX581096	KX581100	phage-phage	0.862158
KX581096	KY658675	phage-phage	1.0
KX581096	KY658677	phage-phage	1.0
KX581096	KY658678	phage-phage	0.862158
KX581096	KY658679	phage-phage	0.862158
KX581096	KY658680	phage-phage	1.0
KX581096	MK672799	phage-phage	0.862158
KX581096	MK672800	phage-phage	0.862158
KX581096	MK672801	phage-phage	0.862158
KX581096	MK672803	phage-phage	0.862158
